date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:31:58	52789/52789	---M-Z	200	added ('OK')	text/css	etag:%225eb03d2a-ce35%22	https://cdnjs.cloudflare.com/ajax/libs/animate.css/3.5.2/animate.min.css	C:/CalbabaCal/CodeHelper/cdnjs.cloudflare.com/ajax/libs/animate.css/3.5.2/animate.min.css	(from https://CodeHelperbot.cf/)
13:31:58	51580/51580	---MCZ	200	added ('OK')	text/css	etag:W/%226098a8cc-c97c%22	https://CodeHelperbot.cf/ionicons.min.css	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/ionicons.min.css	(from https://CodeHelperbot.cf/)
13:31:59	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Jun%202021%2009:31:59%20GMT	http://CodeHelperbot.cf/assets/css/styles.css	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/assets/css/styles.css	(from https://CodeHelperbot.cf/)
13:31:59	4685/4685	---MCZ	200	added ('OK')	text/css	etag:W/%226098a8cc-124d%22	https://CodeHelperbot.cf/styles.css	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/styles.css	(from https://CodeHelperbot.cf/)
13:31:59	808/808	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2023%20May%202021%2013:08:23%20GMT	https://CodeHelperbot.cf/assets/css/styles.css	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/assets/css/styles.css	(from https://CodeHelperbot.cf/)
13:32:00	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Jun%202021%2009:32:01%20GMT	http://CodeHelperbot.cf/assets/img/superthumb.png	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/assets/img/superthumb.png	(from https://CodeHelperbot.cf/)
13:32:01	808/808	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2023%20May%202021%2013:08:23%20GMT	https://CodeHelperbot.cf/assets/img/superthumb.png	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/assets/img/superthumb.14.delayed	(from https://CodeHelperbot.cf/)
13:32:02	23296/23296	---M--	200	added ('OK')	image/png	etag:%2260c30f8f-5b00%22	https://CodeHelperbot.cf/cinar.png	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/cinar.png	(from https://CodeHelperbot.cf/)
13:32:04	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Jun%202021%2009:32:04%20GMT	http://CodeHelperbot.cf/assets/js/jquery.min.js	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/assets/js/jquery.min.16.delayed	(from https://CodeHelperbot.cf/)
13:32:04	89475/89475	---MCZ	200	added ('OK')	application/javascript	etag:W/%226098a8cc-15d83%22	https://CodeHelperbot.cf/jquery.min.js	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/jquery.min.js	(from https://CodeHelperbot.cf/)
13:32:04	808/808	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2023%20May%202021%2013:08:23%20GMT	https://CodeHelperbot.cf/assets/js/jquery.min.js	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/assets/js/jquery.min.js	(from https://CodeHelperbot.cf/)
13:32:05	681/681	---MCZ	200	added ('OK')	application/javascript	etag:W/%222a9-5c1f165a2cb00%22	https://CodeHelperbot.cf/Counting.js	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/Counting.js	(from https://CodeHelperbot.cf/)
13:32:06	1062/1062	---MCZ	200	added ('OK')	application/javascript	etag:W/%226098a8cc-426%22	https://CodeHelperbot.cf/untitled.js	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/untitled.js	(from https://CodeHelperbot.cf/)
13:32:07	81235/81235	---MCZ	200	added ('OK')	application/javascript	etag:W/%226098a8cc-13d53%22	https://CodeHelperbot.cf/bootstrap.min.js	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/bootstrap.min.js	(from https://CodeHelperbot.cf/)
13:32:35	52249/52249	---M--	200	added ('OK')	image/png	etag:%2260c30f2d-cc19%22	https://CodeHelperbot.cf/beyaz.png	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/beyaz.png	(from https://CodeHelperbot.cf/)
13:32:51	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%226098a8c4-2876e%22	https://CodeHelperbot.cf/fontawesome-webfont.eot-	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/fontawesome-webfont.eot-	(from https://CodeHelperbot.cf/font-awesome.min.css)
13:32:55	165742/165742	---M--	200	added ('OK')	application/x-troff-man	etag:%226098a8c6-2876e%22	https://CodeHelperbot.cf/fontawesome-webfont.eot-v=4.7.0	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/fontawesome-webfont.eot-v=4.7.man	(from https://CodeHelperbot.cf/font-awesome.min.css)
13:32:59	77160/77160	---M--	200	added ('OK')	application/x-troff-man	etag:%226098a8c4-12d68%22	https://CodeHelperbot.cf/fontawesome-webfont.woff2-v=4.7.0	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/fontawesome-webfont.woff2-v=4.7.man	(from https://CodeHelperbot.cf/font-awesome.min.css)
13:33:04	98024/98024	---M--	200	added ('OK')	application/x-troff-man	etag:%226098a8c4-17ee8%22	https://CodeHelperbot.cf/fontawesome-webfont.woff-v=4.7.0	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/fontawesome-webfont.woff-v=4.7.man	(from https://CodeHelperbot.cf/font-awesome.min.css)
13:33:07	165548/165548	---M--	200	added ('OK')	application/x-troff-man	etag:%226098a8c4-286ac%22	https://CodeHelperbot.cf/fontawesome-webfont.ttf-v=4.7.0	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/fontawesome-webfont.ttf-v=4.7.man	(from https://CodeHelperbot.cf/font-awesome.min.css)
13:33:14	120724/120724	---M--	200	added ('OK')	application/octet-stream	etag:%226098a8ca-1d794%22	https://CodeHelperbot.cf/ionicons.eot-v=2.0.0	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/ionicons.eot-v=2.0.0	(from https://CodeHelperbot.cf/ionicons.min.css)
13:33:16	444379/444379	---M--	200	added ('OK')	application/x-troff-man	etag:%226098a8c4-6c7db%22	https://CodeHelperbot.cf/fontawesome-webfont.svg-v=4.7.0	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/fontawesome-webfont.svg-v=4.7.man	(from https://CodeHelperbot.cf/font-awesome.min.css)
13:33:19	67904/67904	---M--	200	added ('OK')	application/octet-stream	etag:%226098a8ca-10940%22	https://CodeHelperbot.cf/ionicons.woff-v=2.0.0	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/ionicons.woff-v=2.0.0	(from https://CodeHelperbot.cf/ionicons.min.css)
13:33:24	188508/188508	---M--	200	added ('OK')	application/octet-stream	etag:%226098a8ca-2e05c%22	https://CodeHelperbot.cf/ionicons.ttf-v=2.0.0	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/ionicons.ttf-v=2.0.0	(from https://CodeHelperbot.cf/ionicons.min.css)
13:33:24	333834/333834	---MCZ	200	added ('OK')	text/xml	etag:W/%226098a8ca-5180a%22	https://CodeHelperbot.cf/ionicons.svg-v=2.0.0	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/ionicons.svg-v=2.0.0	(from https://CodeHelperbot.cf/ionicons.min.css)
13:33:32	1752610/1752610	---M--	200	added ('OK')	image/gif	etag:%2260aa9b22-1abe22%22	https://CodeHelperbot.cf/lucipp.gif	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/lucipp.gif	(from https://CodeHelperbot.cf/)
13:34:59	3932991/3932991	---M--	200	added ('OK')	audio/mpeg	etag:%2260ab46e3-3c033f%22	https://CodeHelperbot.cf/killyourself.mp3	C:/CalbabaCal/CodeHelper/CodeHelperbot.cf/killyourself.mp3	(from https://CodeHelperbot.cf/)
